"CPU","Function Name","Module","Inclusive","Exclusive","% Inclusive","% Exclusive","Comment"
"4","0x81DA1D30","xam.xex","4","4","0,01 %","0,01 %",""
"4","XLFQueueRemove","main.xex","13","4","0,03 %","0,01 %",""
"4","0x80085A50","xboxkrnl.exe","15","4","0,03 %","0,01 %",""
"4","0x80148FE8","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x81B677A8","xam.xex","4","4","0,01 %","0,01 %",""
"4","0x800800EC","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","CMemoryHelper::BucketUsage","main.xex","11","4","0,02 %","0,01 %",""
"4","LEAPFX::CAudioSRC::Process","main.xex","22","4","0,04 %","0,01 %",""
"4","0x81927808","xam.xex","108","4","0,21 %","0,01 %",""
"4","LEAPCORE::CSWOutput::Process","main.xex","52","4","0,10 %","0,01 %",""
"4","0x80133790","xboxkrnl.exe","396","4","0,78 %","0,01 %",""
"4","0x80085F94","xboxkrnl.exe","27","4","0,05 %","0,01 %",""
"4","0x8012DBC8","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x80130C98","xboxkrnl.exe","35","4","0,07 %","0,01 %",""
"4","LEAPCORE::CCommandManager::ProcessCommandList","main.xex","4","4","0,01 %","0,01 %",""
"4","0x819A44C8","xam.xex","4","4","0,01 %","0,01 %",""
"4","0x801335B0","xboxkrnl.exe","5","4","0,01 %","0,01 %",""
"4","0x80149D04","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x8014D07C","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x80085870","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x80088040","xboxkrnl.exe","8","4","0,02 %","0,01 %",""
"4","0x81DA2288","xam.xex","4","4","0,01 %","0,01 %",""
"4","0x800800DC","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x8014BAE0","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"4","0x91F5E988","xbdm.xex","17","4","0,03 %","0,01 %",""
"4","0x81B505A8","xam.xex","23","3","0,05 %","0,01 %",""
"4","LEAPCORE::CLeapSystem::OnProcessingPassStart","main.xex","3","3","0,01 %","0,01 %",""
"4","LEAPCORE::CSWOutput::GetRequiredProcessingPasses","main.xex","3","3","0,01 %","0,01 %",""
"4","0x80149AF8","xboxkrnl.exe","961","3","1,90 %","0,01 %",""
"4","RtlFreeHeap","main.xex","8","3","0,02 %","0,01 %",""
"4","0x800858C4","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x80149B98","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x81B5C6D8","xam.xex","439","3","0,87 %","0,01 %",""
"4","0x8014A608","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x81DEB554","xam.xex","3","3","0,01 %","0,01 %",""
"4","0x80085AF8","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x80132640","xboxkrnl.exe","19","3","0,04 %","0,01 %",""
"4","0x801327A0","xboxkrnl.exe","3068","3","6,07 %","0,01 %",""
"4","0x80080060","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","XAUDIO2::CX2Engine::OnProcessingPassStart","main.xex","59","3","0,12 %","0,01 %",""
"4","__u64tod","main.xex","3","3","0,01 %","0,01 %",""
"4","LEAPCORE::CSWOutput::ReleaseDriverBuffer","main.xex","25","3","0,05 %","0,01 %",""
"4","0x801334F8","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x81B5EE38","xam.xex","280","3","0,55 %","0,01 %",""
"4","0x8007FF54","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x80120A50","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"4","0x80149C08","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x801334EC","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","LEAPCORE::CSWVoice::UpdatePositionData","main.xex","2","2","0,00 %","0,00 %",""
"4","0x80130C78","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8007FF78","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014B53C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x801325B0","xboxkrnl.exe","23","2","0,05 %","0,00 %",""
"4","0x8014A858","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80080120","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8009F7B8","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x91F5DA54","xbdm.xex","2","2","0,00 %","0,00 %",""
"4","0x8014BA94","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x800881D0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80080030","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x800800E0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80120A80","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","LEAPCORE::CSWVoice::ProcessQueue","main.xex","30","2","0,06 %","0,00 %",""
"4","0x8009B5B0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014BAF0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8009B598","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014B43C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x81B18C00","xam.xex","3","2","0,01 %","0,00 %",""
"4","0x800833C0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","XAUDIO2::CX2SourceVoice::OnPacketCompletion","main.xex","17","2","0,03 %","0,00 %",""
"4","0x8008011C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x81B5A188","xam.xex","33","2","0,07 %","0,00 %",""
"4","PIXSubmitDrPixCounters","main.xex","12","2","0,02 %","0,00 %",""
"4","XLFQueueAdd","main.xex","3","2","0,01 %","0,00 %",""
"4","0x81DEB584","xam.xex","2","2","0,00 %","0,00 %",""
"4","0x8014A3A8","xboxkrnl.exe","34","2","0,07 %","0,00 %",""
"4","0x8009B358","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","LEAPCORE::CSWVoice::PrepareNextPacketForProcessing","main.xex","3","2","0,01 %","0,00 %",""
"4","0x80083008","xboxkrnl.exe","11","2","0,02 %","0,00 %",""
"4","0x91248D08","community.xex","22","2","0,04 %","0,00 %",""
"4","0x8014D074","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8012E5E8","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014D378","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80085878","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80132598","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","XAUDIO2::CX2SourceVoice::OnVoiceProcessingPassStart","main.xex","2","2","0,00 %","0,00 %",""
"4","0x8014BD98","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8009B374","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014A5B8","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014B544","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x80130C00","xboxkrnl.exe","3070","2","6,07 %","0,00 %",""
"4","0x80133500","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x801334F0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x81DA2EE0","xam.xex","2","2","0,00 %","0,00 %",""
"4","0x8009F200","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014D148","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8008591C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x81953670","xam.xex","2","2","0,00 %","0,00 %",""
"4","0x80080064","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014BB2C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8008003C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x81B50048","xam.xex","2","2","0,00 %","0,00 %",""
"4","0x819263A0","xam.xex","2","2","0,00 %","0,00 %",""
"4","0x8009F1D4","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x8014B420","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"4","0x91F5B558","xbdm.xex","2","2","0,00 %","0,00 %",""
"4","0x8014BB20","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D098","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x912674D0","community.xex","1","1","0,00 %","0,00 %",""
"4","XGRAPHICS::GetDevice","main.xex","1","1","0,00 %","0,00 %",""
"4","0x8008005C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","XAudio2WaveHelp::TagFromWaveFormat","main.xex","1","1","0,00 %","0,00 %",""
"4","0x80085D9C","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"4","LEAPCORE::CSWFilter::Process","main.xex","32","1","0,06 %","0,00 %",""
"4","0x80085E68","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"4","0x9124C070","community.xex","29","1","0,06 %","0,00 %",""
"4","0x91F38D70","xbdm.xex","13","1","0,03 %","0,00 %",""
"4","LEAPCORE::CXboxRendererConnection::StaticDriverCallback","main.xex","1","1","0,00 %","0,00 %",""
"4","0x91243620","community.xex","30","1","0,06 %","0,00 %",""
"4","0x81912DE0","xam.xex","11","1","0,02 %","0,00 %",""
"4","0x81D9E788","xam.xex","14","1","0,03 %","0,00 %",""
"4","0x80131728","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","KeWaitForMultipleObjects","main.xex","1","1","0,00 %","0,00 %",""
"4","0x81915390","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BA64","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BBD0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80130C64","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81B19A28","xam.xex","9","1","0,02 %","0,00 %",""
"4","0x8014BA60","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BAE8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","XAudioGetVoiceCategoryVolume","main.xex","1","1","0,00 %","0,00 %",""
"4","0x81997C00","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x80080034","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BB10","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","LEAPCORE::CXboxRendererConnection::ReleaseBuffer","main.xex","22","1","0,04 %","0,00 %",""
"4","0x8014D008","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014B55C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80120A98","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BE20","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81DEB55C","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x800858EC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","LFQueuePut","main.xex","1","1","0,00 %","0,00 %",""
"4","0x81C75598","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8198D748","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x81DA25F8","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x80088680","xboxkrnl.exe","11","1","0,02 %","0,00 %",""
"4","0x80149C00","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81927458","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8013340C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x801489A8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8009FA68","xboxkrnl.exe","4","1","0,01 %","0,00 %",""
"4","0x91F73FA8","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x81B198A0","xam.xex","3","1","0,01 %","0,00 %",""
"4","0x8014A450","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BBAC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BAF8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x91F73FA0","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x80148300","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81C76370","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x9127C94C","community.xex","1","1","0,00 %","0,00 %",""
"4","0x91F5DA68","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x81C79DA8","xam.xex","2","1","0,00 %","0,00 %",""
"4","0x8014D090","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014B460","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x91F5D7F8","xbdm.xex","6","1","0,01 %","0,00 %",""
"4","0x81929FE0","xam.xex","7","1","0,01 %","0,00 %",""
"4","0x80131708","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80085B38","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x800800F8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x91F5D848","xbdm.xex","5","1","0,01 %","0,00 %",""
"4","0x8014D0AC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x819A4500","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x80148150","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81B199B8","xam.xex","5","1","0,01 %","0,00 %",""
"4","0x8014B528","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","NtSetEvent","main.xex","1","1","0,00 %","0,00 %",""
"4","0x8014B434","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x91F73DF4","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","XGRAPHICS::Block::InsertLoad","main.xex","1","1","0,00 %","0,00 %",""
"4","RtlEnterCriticalSection","main.xex","1","1","0,00 %","0,00 %",""
"4","0x80130BF8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80133480","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D038","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81BA8430","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BA68","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80087A60","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014B558","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81B1A8F4","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x912507D0","community.xex","1","1","0,00 %","0,00 %",""
"4","LEAPCORE::CCommandManager::ExecuteCommands","main.xex","18","1","0,04 %","0,00 %",""
"4","memcpy","main.xex","1","1","0,00 %","0,00 %",""
"4","0x81926900","xam.xex","3","1","0,01 %","0,00 %",""
"4","0x80132F10","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D0B8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80085B30","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014A6E0","xboxkrnl.exe","3","1","0,01 %","0,00 %",""
"4","0x9124C340","community.xex","1","1","0,00 %","0,00 %",""
"4","0x8007FF80","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BDCC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BA88","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81D9C6F0","xam.xex","53","1","0,10 %","0,00 %",""
"4","0x91F73E00","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BE04","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81C728E0","xam.xex","59","1","0,12 %","0,00 %",""
"4","CPointerList<LeapVoicePacket,2,4294967295,2>::RemoveHead","main.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BA80","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8012EC28","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D1C4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80133538","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8192E400","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x91F5DA74","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x91F2CD88","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x81C7B0F8","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x81C727E0","xam.xex","58","1","0,11 %","0,00 %",""
"4","XAUDIO2::CX2Engine::OnUpdatePerformanceData","main.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BDB4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x91F5DA80","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x8009B344","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BA40","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014B550","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","GetProcessHeap","main.xex","1","1","0,00 %","0,00 %",""
"4","0x8014B4F0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80083374","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BDD0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8009B5A0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8007FF84","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","KeSetEvent","main.xex","1","1","0,00 %","0,00 %",""
"4","LEAPCORE::CBaseSWFilter::IsActive","main.xex","1","1","0,00 %","0,00 %",""
"4","0x91F90194","xbdm.xex","1","1","0,00 %","0,00 %",""
"4","0x80149E64","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80130C84","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BB30","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x800858DC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D00C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80089628","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80130C94","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BA54","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81B5C650","xam.xex","34","1","0,07 %","0,00 %",""
"4","0x8014B560","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014D060","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014A860","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8009B5B8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81DEB384","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BB28","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8007FFA4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x80149C80","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x81D9B3F8","xam.xex","1","1","0,00 %","0,00 %",""
"4","0x8014B400","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8014BB0C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x9124ADA0","community.xex","1","1","0,00 %","0,00 %",""
"4","0x8014BB24","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"4","0x8009F390","xboxkrnl.exe","6","0","0,01 %","0,00 %",""
"4","0x800745F0","xboxkrnl.exe","3841","0","7,60 %","0,00 %",""
"4","0x80132760","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"4","0x81B5CB48","xam.xex","57","0","0,11 %","0,00 %",""
"4","0x81B923E8","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x80148F78","xboxkrnl.exe","6","0","0,01 %","0,00 %",""
"4","0x80080A88","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"4","free","main.xex","9","0","0,02 %","0,00 %",""
"4","0x8014A0C8","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"4","0x80075000","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"4","0x81B192F0","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x81BB3AA0","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x81B19CF8","xam.xex","4","0","0,01 %","0,00 %",""
"4","XAUDIO2::CX2Engine::OnProcessingPassEnd","main.xex","3","0","0,01 %","0,00 %",""
"4","0x80149E78","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"4","0x81975578","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x819288B8","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x81927130","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x81C0E400","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x91249218","community.xex","1","0","0,00 %","0,00 %",""
"4","0x81C7B1D8","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x80148098","xboxkrnl.exe","2563","0","5,07 %","0,00 %",""
"4","0x81974A68","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x81953790","xam.xex","2","0","0,00 %","0,00 %",""
"4","0x9127C7A0","community.xex","17","0","0,03 %","0,00 %",""
"4","XAudio2_BufferNotify::OnBufferEnd","main.xex","12","0","0,02 %","0,00 %",""
"4","0x81C7C9A0","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x819134E0","xam.xex","16","0","0,03 %","0,00 %",""
"4","unknown","","12","0","0,02 %","0,00 %",""
"4","0x81DA1878","xam.xex","15","0","0,03 %","0,00 %",""
"4","0x81915980","xam.xex","8","0","0,02 %","0,00 %",""
"4","0x9127ACF8","community.xex","2","0","0,00 %","0,00 %",""
"4","0x9127ADA0","community.xex","2","0","0,00 %","0,00 %",""
"4","XapiThreadStartup","main.xex","357","0","0,71 %","0,00 %",""
"4","XAudio2WaveHelp::WaveFillSilence","main.xex","13","0","0,03 %","0,00 %",""
"4","0x81B55928","xam.xex","43","0","0,09 %","0,00 %",""
"4","0x8008682C","xboxkrnl.exe","4198","0","8,30 %","0,00 %",""
"4","0x81D9D0F0","xam.xex","53","0","0,10 %","0,00 %",""
"4","0x8192EB10","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x80149F10","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"4","0x819298E8","xam.xex","4","0","0,01 %","0,00 %",""
"4","0x91F524A8","xbdm.xex","2","0","0,00 %","0,00 %",""
"4","SetEvent","main.xex","3","0","0,01 %","0,00 %",""
"4","CNonBlockingQueue<XAUDIO2_BUFFER *>::Pop","main.xex","13","0","0,03 %","0,00 %",""
"4","LEAPCORE::CCommandManager::ParseRegistrationQueue","main.xex","13","0","0,03 %","0,00 %",""
"4","0x81C76CF8","xam.xex","1","0","0,00 %","0,00 %",""
"4","0x81928648","xam.xex","120","0","0,24 %","0,00 %",""
"4","CThreadBase::StaticThreadProc","main.xex","357","0","0,71 %","0,00 %",""
"5","Idle","","50532","50532","99,95 %","99,95 %",""
"5","0x91F73F7C","xbdm.xex","2","2","0,00 %","0,00 %",""
"5","0x80083F00","xboxkrnl.exe","3","2","0,01 %","0,00 %",""
"5","0x91F743E0","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x800BE388","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"5","0x91F743D8","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x80088FB0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x91F73F00","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x8008532C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x800BAA20","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x8007BCA8","xboxkrnl.exe","15","1","0,03 %","0,00 %",""
"5","0x91F73F58","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x800800E0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x80083E44","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x91F73EF8","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x800B10C0","xboxkrnl.exe","4","1","0,01 %","0,00 %",""
"5","0x800907C0","xboxkrnl.exe","2","1","0,00 %","0,00 %",""
"5","0x8007FF5C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x91F73F20","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x800AF260","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x801207D8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x80080030","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x91F5E988","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x91F73F70","xbdm.xex","1","1","0,00 %","0,00 %",""
"5","0x8007FF54","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"5","0x8007E3A0","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"5","0x8007EE10","xboxkrnl.exe","5","0","0,01 %","0,00 %",""
"5","0x8007F238","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"5","0x80093190","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"5","0x800AF620","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"5","0x80083F90","xboxkrnl.exe","4","0","0,01 %","0,00 %",""
"5","0x800BC178","xboxkrnl.exe","5","0","0,01 %","0,00 %",""
"5","0x800B0690","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"5","0x800BAF38","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"5","0x800BDDB0","xboxkrnl.exe","2","0","0,00 %","0,00 %",""
"5","0x800BE5A0","xboxkrnl.exe","7","0","0,01 %","0,00 %",""
"5","0x91F63680","xbdm.xex","9","0","0,02 %","0,00 %",""
"5","0x8007A350","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
"5","0x91F635A8","xbdm.xex","9","0","0,02 %","0,00 %",""
"5","0x8008682C","xboxkrnl.exe","25","0","0,05 %","0,00 %",""
"5","0x800BE190","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"5","0x800B0200","xboxkrnl.exe","3","0","0,01 %","0,00 %",""
"5","0x91F63A58","xbdm.xex","24","0","0,05 %","0,00 %",""
"5","0x91F72B48","xbdm.xex","15","0","0,03 %","0,00 %",""
"5","0x800BB3A8","xboxkrnl.exe","6","0","0,01 %","0,00 %",""
"5","0x80079970","xboxkrnl.exe","14","0","0,03 %","0,00 %","Recursive"
"5","0x8007B950","xboxkrnl.exe","14","0","0,03 %","0,00 %",""
"5","0x8007C168","xboxkrnl.exe","15","0","0,03 %","0,00 %",""
"5","0x91F63C08","xbdm.xex","25","0","0,05 %","0,00 %",""
"5","0x91F63B48","xbdm.xex","25","0","0,05 %","0,00 %",""
"5","0x91F529E0","xbdm.xex","1","0","0,00 %","0,00 %",""
"5","0x800BE700","xboxkrnl.exe","14","0","0,03 %","0,00 %",""
"5","0x800745F0","xboxkrnl.exe","25","0","0,05 %","0,00 %",""
"5","0x91F5D938","xbdm.xex","1","0","0,00 %","0,00 %",""
"5","0x91F735F8","xbdm.xex","1","0","0,00 %","0,00 %",""
"5","0x91F38D70","xbdm.xex","1","0","0,00 %","0,00 %",""
"5","0x91F5D7A8","xbdm.xex","1","0","0,00 %","0,00 %",""
"5","0x80082A08","xboxkrnl.exe","1","0","0,00 %","0,00 %",""
